AgreedID,Speaker_id,MeetingID,faction,Chapter,faction1,office num 2,Speech_Len,Speech_Lem_basic,Speech_Lem_N,meet_type
10630,23194,1962,Lib,1376.2,0,6,58,pax desidero quando honorabilis utilis colligo respondeo dico quando alius apporto a talis honestus tunc colligo significo totus scribo colligo | procuro ambaxiator colligo colloquium pax nihilominus guerra viriliter procedo ceterus,pax | ambaxiator colloquium pax guerra,r
10631,7967,1962,P.G.,1376.2,AL,5,50,respondeo taliter colloqium rumpo spes consensus regratio marchio dico imprese debus bene capitulum talis pax tutus bonus refero sine colligo nihil | significo colligo octus sequor viriliter guerra,colloqium spes marchio debus capitulum pax nihil | octus guerra,r
10632,21048,1963,NA,1376.2,0,2,51,octo sollicito provideo circa bonus status conservatio civitas bononiensis modus | expector alius avinion postea rescribo scribo bernabone (person) avinion habeo bologna | mitto ambaxiator visito carolum durachio scribo raimondus | octo provideo circa negocium esculina,status conservatio civitas modus | avinion postea bernabone (person) avinion bologna | ambaxiator carolum durachio raimondus | octo negocium esculina,r
10634,3649,1964,Lib,1376.2,0,2,101,operatio fiat sequor concordia galeazus ecclesia capio avisamentum a roggerius circa modus provideo octo_balie sequo que scribo rodulfus | habeo porta curium dico innocentia captus petitio regulatus conditio infamo rogo diligenter inquiro circa reperio veritas volo informo processus formo tunc provideo honor regulator | mitto orator carolum | suspendo gabella bladus mensis augustus,operatio fiat concordia galeazus ecclesia avisamentum roggerius modus octo_balie rodulfus | porta curium innocentia captus petitio regulatus conditio veritas processus honor regulator | orator carolum | gabella bladus mensis,r
10635,10516,1964,Lib,1376.2,0,1,71,gonfaloniere provideo offensio britonus circa scortus rumpenda octo_balia | habeo porta patium collegium factum illus captus dico allego innocentia supradico | suspendo gabella bladus medium mensis augustus postea suspendo usque totus mensis provdieo comitatinus intromitto frumentum scribo ianua postea extraho | mitto orator ceterus,gonfaloniere offensio britonus scortus octo_balia | porta patium collegium factum illus innocentia | gabella bladus mensis mensis frumentum ianua postea | orator,r
10636,9419,1964,P&L,1376.2,AL,2,103,octus provideo conservatio civitas bononiensis civitas vacuo vis materia malecontens res novus attendo | mittor arezzo ambaxiator duo civis prudentus subvenio gens equistris pedestris ivio auxilium consilium | scribato colligo succurro esculanus ser nicholaus petrius guccus vado personaliter requirendo | negocium comes anthonus presens dissimulo commendo memoria | civitas pistorius mitto castellanus inimicus transeo tuscia provideo extraho civitas verus similiter suspicor | refero consilio requisitus capitaneus octus decem alius,octus conservatio civitas civitas vis materia res | arezzo civis gens equistris pedestris auxilium consilium | esculanus ser nicholaus petrius guccus | negocium comes anthonus memoria | civitas pistorius castellanus inimicus tuscia civitas | consilio octus decem,r
10637,8828,1964,NA,1376.2,0,1,86,dubito ecclesia habeo tracto civitas bononiensis imum intendo bonus custodia extra | mitto arezzo gens peto duo orator sufficio postea asum postea provideo prout | mitto vel duo civis requiro colligatus succursus esculis circa provideo octus quantum octo_guerre | circa securitas civitas pistorius provideo postea sicut scribeo provideo | negocium comes anthonus presens dissimileo inquiro locus tempus provideo,ecclesia civitas imum custodia | arezzo gens orator postea | civis succursus esculis octus octo_guerre | securitas civitas pistorius | negocium comes anthonus locus tempus,r
10638,21048,1965,NA,1376.2,0,2,44,provideo indemnitas mercatus procedo provisio | littera rego respondeo regratio ostendo dispositio communis | factus civitas pistorium provideo taliter inconveniens seu sinisteritas sequor alibiter ubique sollicito octo_guerer,indemnitas mercatus provisio | littera rego dispositio | factus civitas pistorium octo_guerer,r
10639,8828,1965,NA,1376.2,0,1,48,indemnitas mercatus gonfaloniere | littera rego gonfaloniere responsio fiat informatio ambaxiator iturus karolus durachio | factus civitas pistorius alis gonfaloniere sollicito castellanus ianuaris provideo habeo societas bonus alis guarnimentum,indemnitas mercatus gonfaloniere | littera rego gonfaloniere responsio fiat informatio ambaxiator karolus durachio | factus civitas pistorius gonfaloniere castellanus ianuaris societas guarnimentum,r
10640,26147,1966,NA,1376.2,0,2,36,factum arcus montisfeltrarius modus procuro fortilicium rehabeo  promitto famulus volo postea fiat iusticia homo contra florentines populus maiestas,factum arcus montisfeltrarius modus famulus fiat iusticia homo florentines populus maiestas,r
10641,13376,1966,NA,1376.2,0,1,73,factum ambaxiator hungary deus volo benem scio ser petrus vel alius consueo honor fiat octo provideo circa ambaxiator | factum montisfeltrarius capio fideiussor commo frater arco otto guerra modus sollicito procuro habeo arcis famulus fiat iusticia alius exemplum,factum ambaxiator deus benem ser petrus honor fiat octo | factum montisfeltrarius fideiussor commo frater arco otto modus arcis famulus fiat iusticia exemplum,r
10642,21048,1967,NA,1376.2,0,2,54,ambaxiator avinion moror presens donec habeo mandatum sequor res procedo bene presens credo bonum moror | octus sollicito guerra viriliter pencaveo terra sinister occurro | petitio mercatus totiens remmitto obtineo,ambaxiator avinion mandatum res | octus guerra terra | petitio mercatus,r
10643,7218,1967,NA,1376.2,0,1,50,expecto avinion donec alius scribo tunc consulo | petitio mercatus obtineo | delibero taxator regulatus eligo tempus paro reddo faba salvus conveniens eximo extimum donec extimus muto comitatus gravo provideo,avinion | petitio mercatus | taxator regulatus tempus faba extimum extimus comitatus,r
10644,21048,1968,NA,1376.2,0,2,44,quantum pistoriensis conto fiat peto lunitatio factum duo collegium octo | mitto ambaxiator civitas pistorius iste sufficio remedium | octo vigilo commune tutum,pistoriensis fiat lunitatio factum collegium octo | ambaxiator civitas pistorius remedium | octo commune tutum,r
10645,13376,1968,NA,1376.2,0,1,41,mitto ambaxiator pratico intentio pistoriensus scribo duo capitulum importo informatio praticantus negocium procedo octo vigilo e terra tuto,ambaxiator intentio pistoriensus capitulum negocium octo terra tuto,r
10646,9419,1969,P&L,1376.2,AL,2,59,octo ponio invenio pecunia cogo modus inpreso solvo xxv milla florence que offero distributio simil praestantia laicus bannio | balia xvus moneta livella modus venditio habeo pecunia assigno canon communis solvo | honoro exequies bena suspendo gabella,octo pecunia modus xxv milla florence distributio simil praestantia laicus | balia xvus moneta livella modus venditio pecunia canon | exequies bena gabella,r
10647,13376,1969,NA,1376.2,0,1,58,octo cogo sicut dico gonfaloniere ultra octo guerra indigeo presens pecunia accipio mutuus proximus praestantia x milla florence | vendo livellum voluntas civis assigno ecclesia precipio livellus a communis annuatim | honoro exequies bena suspendo gabella collegia intsum exequus,octo gonfaloniere octo guerra pecunia praestantia x milla florence | livellum voluntas civis ecclesia livellus | exequies bena gabella collegia,r
10648,9419,1970,P&L,1376.2,AL,2,66,postquam securitas montisfeltrarius fides servo octo_guerer circa provideo ius debito alis accipio hinc exemplum nihilominus consulo evado vel morior octo provideo | factum pierus borsus supersedeo modus revoco petitio | leonardus nicholaus frescobaldus honoro operator arcus montisfeltrarius remano properno_guerme,securitas montisfeltrarius fides ius exemplum octo | factum pierus borsus modus petitio | leonardus nicholaus frescobaldus operator arcus montisfeltrarius properno_guerme,r
10649,7218,1970,NA,1376.2,0,1,49,iacobus socius culpabilis pono manus alicuiter rector iusticia | factum pierus borsus sollicito paulus siregerius alius ingero concordia sequor inceptum | leonardus predictus presens alis honoro remuneror octo_guerre,iacobus socius manus rector iusticia | factum pierus borsus paulus siregerius concordia inceptum | leonardus octo_guerre,r
10650,13376,1970,NA,1376.2,0,2,23,fiat magnus consilium principio secretum propono iacobus rebello arcis montisfeltrarris sicut consulo procedo,fiat consilium secretum iacobus arcis montisfeltrarris,r
10651,13376,1971,NA,1376.2,0,1.2,165,consideratus littera habeo avinion bernabone (person) rescribo ambaxiator forma videlicet respondo littera habeo commune doleo male tracto dedecus facientum tolero expecto alis littera postquam ser domenicus mandatum tunc scribo intentio comunis discedo | octo provideo cardinalis auditor prout | scribo cardinalis florence prout octus | que presens gravor reddo cardinalis ursina florentines supersedeo | factum rebello arcis videlicet captus considero captus mandatum collegium octo habeo magnus consilium consilium populus propono totus factum partitus faba magnus pars obtinebo fiat presens ptoopername dictus consilio | duo collegium duo nuovus octo pratico andreas capo refero factum pistorius,littera avinion bernabone (person) ambaxiator forma littera commune dedecus littera ser domenicus mandatum intentio comunis | octo auditor | florence octus | ursina florentines | factum arcis captus mandatum collegium octo consilium consilium populus totus factum partitus faba pars fiat ptoopername consilio | collegium nuovus octo andreas capo factum pistorius,r
10653,23147,1971,Lib,1376.2,RI,3,17,octo reputo bene delibero factum collegia delibero montefeltrarius,octo factum collegia montefeltrarius,r
10654,33295,1971,Lib,1376.2,RI,3,33,deliberatio fiat bonus examino oricus vel po tunc consulum res aliter visus credo fides datus servo,deliberatio fiat oricus consulum res fides,r
10655,1994,1971,Lib,1376.2,0,2,11,octo_guerer provideo circa examinatio predictus fiat cito,octo_guerer examinatio fiat,r
10657,1994,1972,Lib,1376.2,0,2,189,octo_guerer pecunia peto habeo octo sedecim moneo sollicito exigo habeo exigo octo pono taxa clericus  concurro laicus simil bannio imponitus clericus  laicus balis vendo livellus eccla prout alius consulo | scribo capitaneus volterra locutus castellarum montisfeltra inquiro procedo prout convenio rebello dictus arcis teneo consilium prout alis consulo habitus informatio a filippus captus | factum pistoia | capitaneus iuro manus antianus civitas pistorius prout iuratus impedio factum civis aliquo civilis causa | provideo victuale castrum duo mensis duo mensis | domus civis palatium cogo stipendiarius solvo pensio donec aliter provideo | materie portus supersedeo locus tempus congruus complaceo pistoia | heres francescus bucella pono locus vicariatus alps provideo sto | ordino petitio regulatus factum nobilis comitatus respicio retro,octo_guerer pecunia octo sedecim octo clericus  laicus simil clericus  laicus balis livellus eccla | capitaneus volterra castellarum montisfeltra arcis consilium informatio filippus | factum pistoia | capitaneus manus antianus civitas pistorius factum civis causa | victuale castrum mensis mensis | domus civis palatium stipendiarius pensio | materie portus locus tempus | heres francescus bucella locus vicariatus alps | petitio regulatus factum comitatus,r
10658,10516,1972,Lib,1376.2,0,1,81,provideo habeo pecunia prout gonfaloniere dico salvus octus taxa clericus  totus presens mensis | rebello arcis montisfeltrarius pono manus executor seu defensor habeo diligo examino scio necessitas totus scio conscius culpabilis punio habitus informatio refero tunc consulo | pistoia procedo sicut provisus octo civis | petitio regulator procedo prout oo,pecunia gonfaloniere dico octus taxa clericus  mensis | arcis montisfeltrarius manus executor defensor necessitas conscius informatio | octo civis | petitio regulator,r
10659,13376,1973,NA,1376.2,0,,40,octus officialis invenio pecunia videlicet septem discedo palatium taxa clericus  bene postea temperamentum conveniens gravo multum vel parve equus,octus officialis pecunia palatium taxa clericus  postea temperamentum equus,c
10660,9419,1974,P&L,1376.2,AL,2,143,pono praestantia imponitus v milla florence clericus  officialis tango magnus quantitas taxatio corrigo processus temporalis | iacobus alius montefeltrarius examino aliter verbum postis teneo consilium alis consulo | insaccatio capitanus remaneo copia mitto pistorium fiat exercitium presentia capitaneus eligo capitanus pistoia presens supersedeo balia remaneo pono frenum excedo magnus civilis | reliquus sequor ordino relatus duo collegium capitaneus octo | mutatio superius confero provideo magnus capitaneus octo | revideo prior collegia ambaxiator hungary circa provideo | factum arcium stipendium idoneus provideo bonus custodia arcium terra,praestantia v milla clericus  officialis quantitas taxatio processus | iacobus montefeltrarius verbum postis consilium | insaccatio capitanus copia pistorium fiat exercitium presentia capitanus pistoia balia frenum civilis | collegium capitaneus octo | mutatio capitaneus octo | prior collegia | factum arcium stipendium custodia arcium terra,r
10661,9419,1975,P&L,1376.2,AL,2,109,factus pistoia procedo prout alis consultum balis capitaneus tango minuo civilis quor fortilicie portus pistorius fulcio presens commune arma victuale | factum rebello arcis montisfeltrarius teneo consilium magnus primus consilium populus propono recito circa materia faba delibero factum significo capitaneus volterra confessus aliquo volterra ceterus | ambaxiator hungary provideo ceterus | prosequor venditio livellum habeo pecunia | significo perugia addo capitulum liga civis florentines tracto perugia sicut perugia ceterus,factus pistoia consultum balis capitaneus quor portus pistorius commune arma victuale | factum arcis montisfeltrarius consilium magnus consilium populus materia faba factum volterra volterra | | venditio livellum pecunia | perugia capitulum liga civis florentines perugia perugia,r
10662,9419,1976,P&L,1376.2,AL,2,60,totus vis defensio esculanus efficaciter intendo pars marchius obtentus bellum bene informo cunctus negocium bellum habeo benus factum octus delibero | conduco gens que cito habeo suplementum taxe bernabone (person) facile esculanus succurro | provideo ambaxiator hungary pando uollegiis secreto,vis defensio esculanus pars marchius bellum negocium bellum factum octus | gens suplementum bernabone (person) esculanus | uollegiis secreto,r
10663,13376,1976,NA,1376.2,0,1,40,octo provideo circa defensio esculus quamtus vis communis lige provedico alis negocium communis | provideo conduco gens suplementum taxe bernabone (person) | provideo ambaxiator hungary prout alis dico secreto,octo defensio esculus quamtus vis lige negocium | gens suplementum bernabone (person) | secreto,r
10664,20532,1977,NA,1376.2,0,,11,fides observo honor communis honor leonardus,fides honor honor leonardus,a
10665,1811,1977,NA,1376.2,RI,,14,consulo collegium quarterium poteor singularis civis,collegium quarterium civis,a
10668,15901,1977,Lib,1376.2,RI,,34,prior collegia octo provideo | factis partitus vello libero reddo faba nigrus volo contra procedus reddo faba albus | feo repertus fabis nio cclxxiiium | feo repertus fabis albis lxxxxv,collegia octo | factis partitus faba nigrus faba | repertus fabis cclxxiiium | fabis lxxxxv,a
10669,9419,1978,P&L,1376.2,AL,2,36,ambaxiator pistorius bonus verbum discedo a colloquium octo incipio colloquium consulo | andreas mergugliesis commendo offero eidus ceterus,ambaxiator pistorius verbum colloquium octo colloquium | andreas mergugliesis,r
10715,2074,1990,P.G.,1376.2,0,2,50,honoro bartholomeus sanctus severinus octus provideo quando offero faba ceterus | verbum octus utilis retineo castrum della finis ideo provideo prout paro reddis faba ceterus,bartholomeus sanctus severinus octus faba | verbum octus castrum della finis faba,r
10716,1119,1990,NA,1376.2,RI,1,39,reddo alter castrum della finis provideo consilis prout alis fiat prout placeo | habeo octo_guerer provideo prout convenio bartholomeo habeo respectus necessitas communis,castrum della finis consilis fiat | octo_guerer bartholomeo respectus necessitas,r
10717,12236,1991,Lib,1376.2,0,2,120,procedo venditio livellum ceterus eligo octo civis duo artifex minuo optineo xxv faba mitto viium quantus videlicet ium gonfaloniere illiduo plus faba habeo | eligo notarius provideo solvo debus communis materia scipium provatus | accipio balia eligo iiium milla ragionerius nomino iiium milla quarterium quarterium habio plus faba nigra dummodo habeo xxv remaneo habeo balia salarius habeo ulter ragionerius extendo provo offitium electio fiat balia accepta,venditio livellum octo civis artifex xxv faba viium ium gonfaloniere illiduo faba | notarius debus materia scipium provatus | balia eligo milla iiium milla quarterium quarterium faba xxv balia salarius ragionerius offitium electio fiat balia accepta,r
10718,1119,1991,NA,1376.2,RI,1,123,procedo electio officialis livellus vendo nomino ium gonfaloniere pono scrutinium duo quarterium habeo plus faba nigrus remaneo dummodo habeo xxv faba postea accipio balia limito salarius notarius officialis solvo pubblicus nihil alius acipio directe vel obliguus officium taxo livellus quantitas solvo notarius distribuo livella solvo communis commo nihil solvo quilis amptio dico notarius voo | eligo ragionerius accepta balia nomino iiium quantum habeo quarterium plus faba nigra remaneo dummodo habeo xxv habeo salarius balia ulterium racionerium,electio livellus ium gonfaloniere scrutinium quarterium faba xxv faba postea balia salarius notarius officialis pubblicus nihil obliguus officium livellus quantitas notarius livella commo nihil amptio notarius | ragionerius accepta balia quarterium faba nigra xxv salarius balia racionerium,r
10719,25807,1992,NA,1376.2,AL,2,25,subito sine dilatio mitto sena probus civis mitto concordia senensis salimbenus considero adventus summus pontificis scandalum magnus genero,dilatio sena civis concordia salimbenus adventus pontificis scandalum,r
10720,5227,1992,NA,1376.2,0,1,17,mitto vel duo orator aptus probus vir sena pacifico ceterus gonfaloniere,orator vir sena gonfaloniere,r
10722,2343,1993,P&L,1376.2,AL,1,36,considero materia relatio orator curia redeo habeo magnus consilium bonus honorabilis civis omnia refero orator consulo significo bernabone (person) communis bononiensis,materia relatio orator curia consilium civis omnia orator bernabone (person) bononiensis,r
10723,15901,1994,Lib,1376.2,RI,,38,episcopus florence fesulanis prelatus civitas florence mitto papa procuro removeo a bellum deduco pax fiat clericus  bonus communis fiat bellum expensis,episcopus florence fesulanis civitas florence papa bellum pax fiat clericus  communis fiat bellum,a
10724,25798,1994,P.G.,1376.2,RI,,42,collegia sollicito octo_balie habeo pax viriliter sequor bellum fortifico gens adventus papa colligo defensio offensio inimicus parco labor vel expensis,collegia octo_balie pax bellum gens adventus papa defensio offensio inimicus labor,a
10725,19220,1994,Lib,1376.2,RI,,71,procuro habeo pecunia habilis modus provideo augmentum gabella | taxo comitatinus ordinarie solvo provideo nobilis comitatus clericus contribuo defensio fiat tempus provideo custodia castra castellanus famulus castella extraho approbo collegium provideo conservo civitas pistorius volterra sanctus miniatus pratus alius terra,pecunia modus augmentum gabella | comitatinus ordinarie comitatus clericus defensio fiat tempus custodia castra castellanus famulus castella collegium civitas pistorius volterra miniatus pratus terra,a
10726,3671,1994,NA,1376.2,0,,35,provideo colligo substineo papa adventus civis orator noster consilium habeo ago procuro pax circa habeo fiat operatio expendo,papa adventus civis orator consilium pax fiat operatio,a
10727,64599,1994,NA,1376.2,0,,16,viriliter intendo a bellum fiat talis apparatus papa honor dedecus,bellum fiat apparatus papa honor dedecus,a
10728,3649,1994,Lib,1376.2,0,,87,viriliter prosequor inceptum bonus principium exitus felicus termino colligo scribo capitulum pax papa commune iustifico  convoco colligo confero consulo salus communis defensio | sepe fiat duro bellum talis convocatio defensio sine pecunia modus procuro pecunia habiliter a civis alius remedium provideo viriliter collegia octus libertas pu conservo,inceptum principium exitus capitulum pax papa commune  salus defensio | fiat bellum convocatio defensio pecunia modus pecunia civis remedium collegia octus libertas pu,a
10729,1878,1994,NA,1376.2,0,,55,quamvis materie habeo pax nihilominus fiat operatio pax habeo induco princeps collegium capitaneis_partis invenio modus habeo pecunia octo sollicito viriliter aserperimeo prosequor bellum officialis castra sollicito provideo circa castra custodia conservatio,materie pax fiat operatio pax princeps collegium capitaneis_partis modus pecunia octo bellum officialis castra castra custodia conservatio,a
10730,1743,1994,NA,1376.2,0,,24,procuro pax habeo officialis moneo provideo habeo pecunia defensio sollicito octo_guerer,pax officialis pecunia defensio octo_guerer,a
10731,9562,1994,NA,1376.2,RI,,66,commendo orator honoro discro opus considero papa qeo divisio civis ideo guelf civitas unio depositus rancor finis libertas fiat uno cotra summus potentia defensio nullus procedo summptus queror unium vicinus | sollicito octus provideo collegium octo habeo pax,orator opus papa divisio civis guelf civitas rancor finis libertas fiat cotra potentia defensio summptus unium vicinus | octus collegium octo pax,a
10732,29401,1994,Lib,1376.2,0,,32,adventus papa seu orator predictus salvus alius pax procuro bellum sollicite viriliter prosequor debeo fiat adequatio praestantia civis oneratus exono,adventus papa orator pax bellum fiat adequatio praestantia civis oneratus,a
10733,37289,1994,NA,1376.2,RI,,51,civis unanimiter dispono defensio libertas scribo colligo princeps mundus pax negatio capitulum colligatus convoco horto concordia defensio | ultra peto pax mediator surgo provideo habeo pecunia modus defensio viriliter fiat,civis defensio libertas princeps mundus pax negatio capitulum concordia defensio | pax mediator pecunia modus defensio fiat,a
10734,12236,1994,Lib,1376.2,0,2,38,commendo orator habeo officialis deputo invenio pecunia ordino pecunia habeo magnus quantitas offero faba octo_guerer sollicito repero offensio provideo circa defensio,orator officialis pecunia pecunia quantitas faba octo_guerer offensio defensio,a
10735,2343,1994,P&L,1376.2,AL,1,42,sollicito octo_guerer prosequor viriliter defensio offero pecunia necessitas offero collegium singulariter scribo colligo totus convoco colligo provideo circus defensio libertas priobus,octo_guerer defensio pecunia collegium totus circus defensio libertas,a
10737,7967,1994,P.G.,1376.2,AL,5,35,civis bonus dispono defendo libertas collegia octo provideo circa adventus papa ostendo potentia communis unitas defensus,civis bonus libertas collegia octo adventus papa potentia unitas defensus,a
10738,19183,1994,Lib,1376.2,RI,3,20,gonfaloniere scribo totus colligo | aviso colligo procuro fortifico | sollicito octus probius pecunia procuro,gonfaloniere totus | | octus probius pecunia,a
10739,22677,1994,Lib,1376.2,RI,3,12,gonfaloniere regratio fo communis honoro orator,gonfaloniere orator,a
10741,22246,1994,NA,1376.2,RI,3,20,capitaneis_partis filippus cionettus provideo civitas exco pecunia contra,capitaneis_partis filippus cionettus civitas pecunia,a
10744,12236,1995,Lib,1376.2,0,2,21,habeo octo sapiens pono partitus elevo interdictum optineo magnus pars debeo elevo,octo partitus pars,r
10745,2343,1995,P&L,1376.2,AL,1,50,habeo consilium multus prudens civis hodie consilium sapientum observantia interdictus octo sapiens collegia pono partitus obtinebo magnus pars observo vel observo fiat primus sapiens consilium inscriptus,consilium civis consilium sapientum observantia octo sapiens collegia partitus pars fiat primus consilium,r
10746,7781,1996,NA,1376.2,AL,2,18,habeo sapientum consilium inscriptus processus amplicus interdictus observo sicut alis fiat primo consultum,sapientum consilium processus amplicus interdictus fiat consultum,a
10747,1119,1996,NA,1376.2,RI,1,59,marta habeo consilium octo sapiens audio consilio sapientis factum interdectus delibo habeo consilium thelogus iste materia consulo hostia conscero teneo altare quantum levo interdictum sine periculum teneo qualis,marta consilium octo consilio sapientis factum consilium thelogus materia hostia altare periculum,a
10748,23147,1996,Lib,1376.2,RI,3,28,habeo consilium sapientum sententia amplica inscriptus sigillatus postea provideo circa interdictus sapientis discedo cogo reddo consilium supradico,consilium sapientum sententia inscriptus sigillatus sapientis consilium,a
10750,9760,1997,Lib,1376.2,0,2,21,confero octo_guerer querela thomas opizus lucana provideo faveo,querela thomas opizus lucana,r
10752,2074,1998,P.G.,1376.2,0,2,144,factum interdictus secretum habeo consilium discretus vir publico  quar interdictum elevo tollo admiratio civis consilio alexander alius sapientis | illiud consulo fiat | ambaxiator lucanus habeo octus narro modus parve honestis teneo nihilominus rogeto que verbum dico volo factum imperleo narro bonus intentio dispositio communis erga commo honoro | scriptum sedecim pono gabella vincio comitatus onero quantum vinum reduco fortilicia totus nihilominus solvo gabella alius sedecim alius petitio | considero adventus papa bellum transfero ubicumque papa | revoco civis avinion presens supersedeo,factum secretum consilium discretus vir  admiratio civis consilio alexander sapientis | fiat | lucanus octus modus honestis verbum factum intentio dispositio commo | scriptum sedecim gabella vincio comitatus vinum gabella sedecim petitio | adventus papa bellum papa | civis avinion,r
10753,12236,1999,Lib,1376.2,0,2,89,habeo duo collegium sedecim petitio confero habeo pecunia | hospes comitas sicut officialis gabella vinum imbotto vinum extra fortilicia | prohibeo modus vinum extra fortilicia repono | licentia peto cardinalis agrifolio consilio faco interdictus consulo | licentia certus civis eo pus papa on revoco licentia obtineo faba revoto civis curia romanus,collegium sedecim petitio pecunia | hospes comitas gabella vinum vinum | modus vinum | licentia agrifolio consilio interdictus | licentia civis pus papa on licentia faba civis curia,r
10754,1119,1999,NA,1376.2,RI,1,79,fiat sicut gonfaloniere consulo | hospes fiat taxatio licentia inbotto vinum sicut taxo officium vincio | pono gabella vinum comitatus soldus xl conium | civis revoco licentia eo papa nemo licentia obtineo xxviium faba provideo nullus sto curia romanus primus papa | respondeatur alexandro agrifolius mitto ambaxiator tunc respondeo consulo,fiat gonfaloniere | hospes fiat taxatio licentia vinum officium | gabella vinum comitatus soldus xl conium | civis licentia papa licentia xxviium faba curia papa | alexandro agrifolius,r
10755,1878,2000,NA,1376.2,0,,34,considero adventus summus pontificis ordino undique habeo pecunia sufficio potentia fiat resisto male intentio provideo custodia conservator terra | interdictus observo sicut sapiens consultum,adventus summus pontificis pecunia potentia fiat intentio custodia conservator terra | sapiens consultum,a
10756,15901,2000,Lib,1376.2,RI,,49,papa sequor voluntas deus habeo consilium alius sapientum possibilis licite ordino tto cano cano | octo horto principio potentia occurro provideo clericus contribuo subvenio communis,papa voluntas deus consilium sapientum | octo potentia clericus,a
10757,8828,2000,NA,1376.2,0,,39,interdictum observo prout sapiens consultum considero observo huc usque | adventus summus pontificis colligo convoco obhac causa provideo saltem principalior potentior preparo potentia defensio vostra colligator,interdictum consultum | adventus summus pontificis causa principalior potentior potentia defensio vostra colligator,a
10758,14632,2000,Lib,1376.2,0,2,56,interdictum servo provideo heucaristia teneo ecclesia qualis civitas comitas distringo habeo consilium sapientis aveo excomunico alis | provideo terreo communis custodio aviso officium castra | provideo habeo pecunia viriliter prosequor bellum octus,interdictum heucaristia ecclesia civitas comitas consilium sapientis | officium castra | pecunia bellum octus,a
10759,1119,2000,NA,1376.2,RI,2,40,interdictus fiat sicut dico gonfaloniere | habeo sapientes aio tto licite dico dico alis | adventus papa viriliter procedo bellum provideo habeo pecunia prout alis consultum magnus consilio,fiat gonfaloniere | sapientes | adventus papa bellum pecunia consultum consilio,a
10760,10516,2000,Lib,1376.2,0,6,59,factum interdictus observo nihil fiat contra conscientia alius praticus teneo | adventus summus pontificis sollicito octus prosequo bellum stipendiarius equitabilis siquid fiat consensus colligator procuro pecunia modus bursus civis aliter | provideo guarnimentum fortificatio castra,factum nihil conscientia praticus | adventus summus pontificis octus bellum stipendiarius fiat consensus colligator pecunia modus civis | guarnimentum fortificatio castra,a
10761,7967,2000,P.G.,1376.2,AL,5,43,interdictum observo ordino corpus christus sto ecclesia habeo consilium theologus prudens ordino quono fiat | adventus papa principium viriliter fiat bellum procuro pecunia ceterus,interdictum corpus christus ecclesia consilium theologus prudens quono fiat | adventus papa principium fiat bellum pecunia,a
10762,1739,2000,Lib,1376.2,RI,,56,interdictum observo sicut | adventus papa multus periculus ideo provideo octus viriliter defensio sollicito ordino habeo pecunia sufficientia significo colligo quilis habeo orator locus communis provideo circa bonus publicus,interdictum | adventus papa periculus octus defensio pecunia sufficientia quilis orator locus publicus,a
10763,16675,2001,NA,1376.2,0,2,33,scribo ambaxiator hyspania eo debeo revertor cito reverto expendo residuus communis remitto scribo miror modus mitto,ambaxiator hyspania modus,r
10765,5025,2002,Lib,1376.2,0,2,21,provisio ordino sedecim habeo pecunia procedo propono utilis communis offero separatus faba,provisio sedecim pecunia faba,r
10766,2343,2002,P&L,1376.2,AL,1,35,provisio prefatus procedo salvus emo cogo primus tres mensis | impono gabella vinum comitatus collegia discordo sollicito officialis probium avillarium procuro pecunia,provisio mensis | gabella vinum comitatus collegia officialis probium avillarium pecunia,r
10767,12236,2003,Lib,1376.2,0,2,39,presens solvo pecunia capturus occido rubeus donec audio uterque ps pono manus alicuiter rector dico obtueo dictum summus quidam libra iium milla,pecunia capturus rubeus ps manus rector dictum libra milla,r
10769,14632,2004,Lib,1376.2,0,2,156,factum corporis christus presens supersedeo | quilis habeo comitatus extra fortilicia conium vinum sol gabelllum solvo soldus xxx vus supere solvo libra tres soldus conium intra fortilicia solvo conium soldus xxx hospes vinatterium extra fortilicia solvo gabella grossa teneo religiosus quantus que magister gabella vinum | comitatus poto fiant mitto extraho bursus mediocris | turchio solvo a camera sicut placeo | cogao ragionerium extraordinarius officium iuro fiat eligo | sollicitentur octus probius exigo pecunia habeo exigo veterus | provisio vendo milla florence posser clericus  procedo | statuo florentines revertor loca inhibitus habitatio avinion | poto castellanus pono quando extraho partitus confirmo xxv faba prior collegia,factum corporis christus | comitatus conium vinum sol gabelllum soldus xxx numeral libra soldus conium conium xxx hospes vinatterium gabella magister gabella | comitatus fiant bursus | turchio camera | ragionerium officium fiat | octus probius pecunia veterus | provisio milla florence posser clericus  | florentines loca habitatio avinion | castellanus partitus xxv faba prior collegia,r
10770,1119,2004,NA,1376.2,RI,1,83,corpor christus provideo prout placeo | factum turchus habeo sapiens confidentissimus communis nicholaus cerretanus omnia infor veritas alius | reformatio solvo vel solvo sicut sapient | gabella vinum pono ratus soldus xxx vel xl prout placeo totus comitatus | potantia ordino comitatus provideo locus sine pono talis poto offero paratus ceterus,corpor christus | factum turchus sapiens nicholaus cerretanus infor veritas | reformatio sapient | gabella vinum soldus xxx xl comitatus | potantia comitatus locus,r
